League,Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result
Bundesliga 2,28/01/07,Greuther Furth,Koblenz,1.0,0.0,H
Bundesliga 2,28/01/07,Offenbach,Munich 1860,0.0,1.0,H
Bundesliga 2,29/01/07,Kaiserslautern,Karlsruhe,0.0,1.0,D
Bundesliga 2,30/01/07,Augsburg,Paderborn,2.0,1.0,A
Bundesliga 2,02/02/07,Erzgebirge Aue,Duisburg,0.0,1.0,H
Bundesliga 2,02/02/07,Karlsruhe,Offenbach,5.0,1.0,H
Bundesliga 2,02/02/07,Koblenz,Braunschweig,2.0,0.0,H
Bundesliga 2,04/02/07,Essen,Augsburg,6.0,0.0,D
Bundesliga 2,04/02/07,FC Koln,CZ Jena,1.0,0.0,H
Bundesliga 2,04/02/07,Hansa Rostock,Greuther Furth,1.0,0.0,H
Bundesliga 2,04/02/07,Paderborn,Kaiserslautern,2.0,1.0,A
Bundesliga 2,04/02/07,Unterhaching,Freiburg,3.0,2.0,D
Bundesliga 2,05/02/07,Munich 1860,Burghausen,2.0,0.0,H
Bundesliga 2,09/02/07,Augsburg,Unterhaching,2.0,1.0,H
Bundesliga 2,09/02/07,Braunschweig,FC Koln,5.0,1.0,H
Bundesliga 2,09/02/07,Kaiserslautern,Hansa Rostock,0.0,1.0,D
Bundesliga 2,11/02/07,Burghausen,Koblenz,1.0,0.0,D
Bundesliga 2,11/02/07,CZ Jena,Essen,1.0,0.0,H
Bundesliga 2,11/02/07,Freiburg,Munich 1860,2.0,0.0,H
Bundesliga 2,11/02/07,Greuther Furth,Erzgebirge Aue,1.0,1.0,H
Bundesliga 2,11/02/07,Offenbach,Paderborn,3.0,2.0,D
Bundesliga 2,12/02/07,Duisburg,Karlsruhe,2.0,1.0,H
Bundesliga 2,16/02/07,Erzgebirge Aue,Burghausen,0.0,0.0,H
Bundesliga 2,16/02/07,Koblenz,Kaiserslautern,1.0,0.0,D
Bundesliga 2,16/02/07,Unterhaching,Offenbach,0.0,0.0,H
Bundesliga 2,18/02/07,Essen,FC Koln,1.0,1.2,H
Bundesliga 2,18/02/07,Hansa Rostock,Augsburg,2.0,2.0,D
Bundesliga 2,18/02/07,Karlsruhe,Braunschweig,2.0,0.0,H
Bundesliga 2,18/02/07,Munich 1860,Duisburg,1.0,2.0,D
Bundesliga 2,18/02/07,Paderborn,CZ Jena,2.0,1.0,D
Bundesliga 2,19/02/07,Greuther Furth,Freiburg,2.0,0.0,D
Bundesliga 2,23/02/07,Braunschweig,Essen,2.0,1.0,D
Bundesliga 2,23/02/07,CZ Jena,Munich 1860,2.0,1.0,H
Bundesliga 2,23/02/07,Offenbach,Koblenz,3.0,3.0,D
Bundesliga 2,25/02/07,Augsburg,Karlsruhe,3.0,1.0,H
Bundesliga 2,25/02/07,Burghausen,Greuther Furth,1.0,4.0,A
Bundesliga 2,25/02/07,FC Koln,Paderborn,0.0,1.0,D
Bundesliga 2,25/02/07,Freiburg,Erzgebirge Aue,0.0,0.8,H
Bundesliga 2,25/02/07,Kaiserslautern,Unterhaching,0.0,0.8,H
Bundesliga 2,26/02/07,Duisburg,Hansa Rostock,2.0,2.0,D
Bundesliga 2,02/03/07,Erzgebirge Aue,Kaiserslautern,1.0,0.0,H
Bundesliga 2,02/03/07,Greuther Furth,Augsburg,2.0,1.0,H
Bundesliga 2,02/03/07,Unterhaching,CZ Jena,3.0,0.0,H
Bundesliga 2,04/03/07,Essen,Offenbach,2.0,2.0,D
Bundesliga 2,04/03/07,Freiburg,Duisburg,1.0,1.0,H
Bundesliga 2,04/03/07,Hansa Rostock,Burghausen,1.0,0.0,D
Bundesliga 2,04/03/07,Koblenz,Paderborn,2.0,1.0,H
Bundesliga 2,04/03/07,Munich 1860,Braunschweig,2.0,0.0,H
Bundesliga 2,05/03/07,Karlsruhe,FC Koln,3.0,1.0,H
Bundesliga 2,09/03/07,Augsburg,Koblenz,2.0,0.0,H
Bundesliga 2,09/03/07,Braunschweig,Erzgebirge Aue,0.0,0.0,H
Bundesliga 2,09/03/07,Burghausen,Freiburg,2.0,2.0,D
Bundesliga 2,11/03/07,CZ Jena,Karlsruhe,2.0,3.0,A
Bundesliga 2,11/03/07,Duisburg,Greuther Furth,1.0,2.0,D
Bundesliga 2,11/03/07,FC Koln,Unterhaching,0.0,1.0,H
Bundesliga 2,11/03/07,Offenbach,Hansa Rostock,1.0,1.0,D
Bundesliga 2,11/03/07,Paderborn,Essen,1.0,2.0,H
Bundesliga 2,12/03/07,Kaiserslautern,Munich 1860,1.0,1.0,H
Bundesliga 2,16/03/07,Karlsruhe,Essen,0.0,3.0,D
Bundesliga 2,16/03/07,Koblenz,CZ Jena,0.0,0.0,D
Bundesliga 2,16/03/07,Munich 1860,Augsburg,1.0,3.0,A
Bundesliga 2,18/03/07,Duisburg,Burghausen,0.0,4.0,A
Bundesliga 2,18/03/07,Erzgebirge Aue,Offenbach,1.0,1.0,H
Bundesliga 2,18/03/07,Freiburg,Kaiserslautern,2.0,0.0,H
Bundesliga 2,18/03/07,Greuther Furth,Braunschweig,2.0,0.0,H
Bundesliga 2,18/03/07,Unterhaching,Paderborn,0.0,3.0,D
Bundesliga 2,19/03/07,Hansa Rostock,FC Koln,3.0,1.0,D
Bundesliga 2,30/03/07,Burghausen,Unterhaching,4.0,0.8,H
Bundesliga 2,30/03/07,CZ Jena,Hansa Rostock,2.0,2.0,D
Bundesliga 2,30/03/07,Paderborn,Karlsruhe,4.0,2.0,D
Bundesliga 2,01/04/07,Augsburg,Erzgebirge Aue,1.0,0.0,H
Bundesliga 2,01/04/07,Braunschweig,Freiburg,3.0,2.0,D
Bundesliga 2,01/04/07,Essen,Munich 1860,0.0,2.0,D
Bundesliga 2,01/04/07,FC Koln,Koblenz,2.0,1.0,H
Bundesliga 2,01/04/07,Offenbach,Greuther Furth,0.0,2.0,A
Bundesliga 2,02/04/07,Kaiserslautern,Duisburg,0.0,3.0,D
Bundesliga 2,05/04/07,Erzgebirge Aue,FC Koln,3.0,1.0,H
Bundesliga 2,05/04/07,Hansa Rostock,Paderborn,0.0,0.0,H
Bundesliga 2,05/04/07,Koblenz,Essen,0.0,1.0,H
Bundesliga 2,08/04/07,Burghausen,Kaiserslautern,2.0,0.0,D
Bundesliga 2,08/04/07,Duisburg,Offenbach,0.0,0.8,H
Bundesliga 2,08/04/07,Freiburg,Augsburg,2.0,0.0,H
Bundesliga 2,08/04/07,Greuther Furth,CZ Jena,1.0,0.0,H
Bundesliga 2,08/04/07,Unterhaching,Braunschweig,2.0,2.0,H
Bundesliga 2,09/04/07,Munich 1860,Karlsruhe,0.0,0.0,H
Bundesliga 2,13/04/07,Augsburg,Duisburg,0.0,2.0,D
Bundesliga 2,13/04/07,Braunschweig,Hansa Rostock,1.0,1.0,D
Bundesliga 2,13/04/07,Paderborn,Munich 1860,5.0,0.0,H
Bundesliga 2,15/04/07,Essen,Unterhaching,0.0,1.0,D
Bundesliga 2,15/04/07,FC Koln,Freiburg,2.0,3.0,A
Bundesliga 2,15/04/07,Kaiserslautern,Greuther Furth,2.0,0.0,H
Bundesliga 2,15/04/07,Karlsruhe,Koblenz,0.0,1.0,H
Bundesliga 2,15/04/07,Offenbach,Burghausen,0.0,1.0,H
Bundesliga 2,16/04/07,CZ Jena,Erzgebirge Aue,3.0,1.0,H
Bundesliga 2,20/04/07,Erzgebirge Aue,Essen,2.0,0.0,D
Bundesliga 2,20/04/07,Kaiserslautern,Offenbach,1.0,0.0,H
Bundesliga 2,20/04/07,Munich 1860,FC Koln,2.0,1.0,H
Bundesliga 2,22/04/07,Burghausen,Augsburg,2.0,2.0,D
Bundesliga 2,22/04/07,Duisburg,Braunschweig,5.0,0.0,D
Bundesliga 2,22/04/07,Freiburg,CZ Jena,1.0,3.0,A
Bundesliga 2,22/04/07,Greuther Furth,Paderborn,2.0,0.0,H
Bundesliga 2,22/04/07,Unterhaching,Koblenz,3.0,0.0,H
Bundesliga 2,23/04/07,Hansa Rostock,Karlsruhe,3.0,2.0,D
Bundesliga 2,27/04/07,Braunschweig,Burghausen,1.0,1.0,H
Bundesliga 2,27/04/07,CZ Jena,Duisburg,3.0,3.0,D
Bundesliga 2,27/04/07,Paderborn,Erzgebirge Aue,2.0,0.0,H
Bundesliga 2,29/04/07,Augsburg,Kaiserslautern,2.0,2.0,H
Bundesliga 2,29/04/07,FC Koln,Greuther Furth,1.0,2.0,D
Bundesliga 2,29/04/07,Karlsruhe,Unterhaching,4.0,0.0,H
Bundesliga 2,29/04/07,Koblenz,Munich 1860,1.0,1.0,H
Bundesliga 2,29/04/07,Offenbach,Freiburg,0.0,3.0,D
Bundesliga 2,30/04/07,Essen,Hansa Rostock,2.0,0.0,D
Bundesliga 2,04/05/07,Augsburg,Offenbach,2.0,1.0,D
Bundesliga 2,04/05/07,Erzgebirge Aue,Karlsruhe,0.0,2.0,D
Bundesliga 2,04/05/07,Freiburg,Paderborn,2.0,1.0,D
Bundesliga 2,06/05/07,Burghausen,CZ Jena,2.0,1.0,D
Bundesliga 2,06/05/07,Greuther Furth,Essen,1.0,2.0,D
Bundesliga 2,06/05/07,Hansa Rostock,Koblenz,3.0,3.0,A
Bundesliga 2,06/05/07,Kaiserslautern,Braunschweig,3.0,1.0,D
Bundesliga 2,06/05/07,Munich 1860,Unterhaching,1.0,0.0,H
Bundesliga 2,07/05/07,Duisburg,FC Koln,3.0,3.0,D
Bundesliga 2,13/05/07,Braunschweig,Augsburg,1.0,1.0,H
Bundesliga 2,13/05/07,CZ Jena,Kaiserslautern,4.0,1.0,D
Bundesliga 2,13/05/07,Essen,Burghausen,0.0,1.0,D
Bundesliga 2,13/05/07,FC Koln,Offenbach,0.0,2.0,D
Bundesliga 2,13/05/07,Karlsruhe,Freiburg,2.0,3.0,A
Bundesliga 2,13/05/07,Koblenz,Erzgebirge Aue,1.0,1.0,H
Bundesliga 2,13/05/07,Munich 1860,Hansa Rostock,1.0,2.0,D
Bundesliga 2,13/05/07,Paderborn,Duisburg,1.0,3.0,A
Bundesliga 2,13/05/07,Unterhaching,Greuther Furth,0.0,1.0,H
Bundesliga 2,20/05/07,Augsburg,CZ Jena,0.0,2.0,D
Bundesliga 2,20/05/07,Burghausen,Paderborn,2.0,1.0,H
Bundesliga 2,20/05/07,Duisburg,Essen,2.0,0.0,H
Bundesliga 2,20/05/07,Erzgebirge Aue,Munich 1860,1.0,2.0,D
Bundesliga 2,20/05/07,Freiburg,Koblenz,1.0,0.0,H
Bundesliga 2,20/05/07,Greuther Furth,Karlsruhe,1.0,3.0,A
Bundesliga 2,20/05/07,Hansa Rostock,Unterhaching,1.0,1.0,H
Bundesliga 2,20/05/07,Kaiserslautern,FC Koln,2.0,2.0,D
Bundesliga 2,20/05/07,Offenbach,Braunschweig,1.0,1.0,D
Bundesliga 2,13/08/99,Chemnitz,M'gladbach,3.0,0.0,H
Bundesliga 2,13/08/99,Cottbus,F Koln,1.0,0.0,H
Bundesliga 2,13/08/99,Mainz,Offenbach,2.0,1.0,D
Bundesliga 2,13/08/99,St Pauli,Greuther Furth,2.0,0.0,D
Bundesliga 2,14/08/99,FC Koln,Oberhausen,0.0,0.0,H
Bundesliga 2,15/08/99,Aachen,Stuttgarter K,1.0,1.2,H
Bundesliga 2,15/08/99,Hannover,TB Berlin,4.0,3.0,A
Bundesliga 2,15/08/99,Nurnberg,Mannheim,0.0,0.0,H
Bundesliga 2,16/08/99,Karlsruhe,Bochum,1.0,3.0,A
Bundesliga 2,20/08/99,Bochum,Aachen,2.0,0.0,H
Bundesliga 2,20/08/99,Greuther Furth,FC Koln,2.0,0.0,D
Bundesliga 2,20/08/99,Mannheim,Chemnitz,2.0,0.0,H
Bundesliga 2,21/08/99,TB Berlin,Karlsruhe,2.0,2.0,D
Bundesliga 2,22/08/99,F Koln,Mainz,1.0,1.0,H
Bundesliga 2,22/08/99,M'gladbach,Hannover,3.0,3.0,A
Bundesliga 2,22/08/99,Oberhausen,Cottbus,0.0,4.0,A
Bundesliga 2,22/08/99,Stuttgarter K,St Pauli,2.0,1.0,H
Bundesliga 2,23/08/99,Offenbach,Nurnberg,4.0,3.0,A
Bundesliga 2,27/08/99,Chemnitz,Offenbach,4.0,0.0,H
Bundesliga 2,27/08/99,FC Koln,Stuttgarter K,3.0,0.4,H
Bundesliga 2,27/08/99,Hannover,Mannheim,1.0,2.0,D
Bundesliga 2,28/08/99,Aachen,TB Berlin,1.0,2.0,D
Bundesliga 2,29/08/99,Cottbus,Mainz,2.0,0.0,H
Bundesliga 2,29/08/99,Nurnberg,F Koln,1.0,1.0,H
Bundesliga 2,29/08/99,Oberhausen,Greuther Furth,5.0,4.0,A
Bundesliga 2,29/08/99,St Pauli,Bochum,0.0,0.0,D
Bundesliga 2,30/08/99,Karlsruhe,M'gladbach,0.0,0.0,H
Bundesliga 2,10/09/99,Mannheim,Karlsruhe,0.0,1.0,D
Bundesliga 2,10/09/99,Offenbach,Hannover,2.0,2.0,D
Bundesliga 2,10/09/99,TB Berlin,St Pauli,1.0,0.0,H
Bundesliga 2,11/09/99,M'gladbach,Aachen,1.0,2.0,D
Bundesliga 2,12/09/99,F Koln,Chemnitz,2.0,0.0,H
Bundesliga 2,12/09/99,Greuther Furth,Cottbus,1.0,0.0,H
Bundesliga 2,12/09/99,Mainz,Nurnberg,2.0,1.0,D
Bundesliga 2,12/09/99,Stuttgarter K,Oberhausen,3.0,2.0,D
Bundesliga 2,13/09/99,Bochum,FC Koln,2.0,3.0,A
Bundesliga 2,17/09/99,Karlsruhe,Offenbach,2.0,1.0,D
Bundesliga 2,17/09/99,Oberhausen,Bochum,2.0,0.0,H
Bundesliga 2,17/09/99,St Pauli,M'gladbach,2.0,2.0,D
Bundesliga 2,18/09/99,Chemnitz,Mainz,0.0,1.0,D
Bundesliga 2,19/09/99,Aachen,Mannheim,3.0,1.0,H
Bundesliga 2,19/09/99,Cottbus,Nurnberg,5.0,0.0,H
Bundesliga 2,19/09/99,Greuther Furth,Stuttgarter K,2.0,0.0,D
Bundesliga 2,19/09/99,Hannover,F Koln,1.0,1.0,H
Bundesliga 2,20/09/99,FC Koln,TB Berlin,3.0,1.0,D
Bundesliga 2,24/09/99,Bochum,Greuther Furth,3.0,2.0,D
Bundesliga 2,24/09/99,Mainz,Hannover,0.0,0.0,H
Bundesliga 2,24/09/99,Nurnberg,Chemnitz,1.0,0.0,H
Bundesliga 2,25/09/99,F Koln,Karlsruhe,0.0,3.0,D
Bundesliga 2,26/09/99,Mannheim,St Pauli,4.0,3.0,A
Bundesliga 2,26/09/99,Offenbach,Aachen,2.0,2.0,D
Bundesliga 2,26/09/99,Stuttgarter K,Cottbus,2.0,0.0,H
Bundesliga 2,26/09/99,TB Berlin,Oberhausen,1.0,0.0,H
Bundesliga 2,27/09/99,M'gladbach,FC Koln,0.0,1.0,H
Bundesliga 2,01/10/99,Aachen,F Koln,1.0,1.0,D
Bundesliga 2,01/10/99,FC Koln,Mannheim,1.0,0.0,H
Bundesliga 2,01/10/99,St Pauli,Offenbach,0.0,1.0,D
Bundesliga 2,02/10/99,Karlsruhe,Mainz,1.0,2.0,A
Bundesliga 2,03/10/99,Cottbus,Chemnitz,2.0,4.0,A
Bundesliga 2,03/10/99,Greuther Furth,TB Berlin,0.0,0.0,H
Bundesliga 2,03/10/99,Oberhausen,M'gladbach,1.0,1.0,D
Bundesliga 2,03/10/99,Stuttgarter K,Bochum,2.0,0.0,D
Bundesliga 2,04/10/99,Hannover,Nurnberg,1.0,0.0,H
Bundesliga 2,15/10/99,F Koln,St Pauli,4.0,0.0,H
Bundesliga 2,15/10/99,M'gladbach,Greuther Furth,2.0,0.0,H
Bundesliga 2,15/10/99,Offenbach,FC Koln,0.0,1.0,H
Bundesliga 2,16/10/99,Bochum,Cottbus,0.0,4.0,A
Bundesliga 2,17/10/99,Chemnitz,Hannover,1.0,1.0,H
Bundesliga 2,17/10/99,Mainz,Aachen,2.0,0.0,H
Bundesliga 2,17/10/99,Mannheim,Oberhausen,2.0,0.0,H
Bundesliga 2,17/10/99,TB Berlin,Stuttgarter K,1.0,0.0,H
Bundesliga 2,18/10/99,Nurnberg,Karlsruhe,4.0,0.8,H
Bundesliga 2,22/10/99,Aachen,Nurnberg,1.0,1.0,H
Bundesliga 2,22/10/99,Cottbus,Hannover,1.0,0.0,H
Bundesliga 2,22/10/99,Oberhausen,Offenbach,0.0,0.0,H
Bundesliga 2,23/10/99,Stuttgarter K,M'gladbach,3.0,1.0,H
Bundesliga 2,24/10/99,Bochum,TB Berlin,3.0,6.0,A
Bundesliga 2,24/10/99,Greuther Furth,Mannheim,2.0,0.0,D
Bundesliga 2,24/10/99,Karlsruhe,Chemnitz,2.0,2.0,A
Bundesliga 2,24/10/99,St Pauli,Mainz,3.0,2.0,D
Bundesliga 2,25/10/99,FC Koln,F Koln,3.0,0.0,H
Bundesliga 2,29/10/99,Mainz,FC Koln,2.0,0.0,D
Bundesliga 2,29/10/99,Mannheim,Stuttgarter K,0.0,0.8,H
Bundesliga 2,29/10/99,Nurnberg,St Pauli,1.0,2.0,D
Bundesliga 2,30/10/99,TB Berlin,Cottbus,5.0,3.0,A
Bundesliga 2,31/10/99,Chemnitz,Aachen,4.0,2.0,D
Bundesliga 2,31/10/99,F Koln,Oberhausen,0.0,0.0,D
Bundesliga 2,31/10/99,Hannover,Karlsruhe,3.0,1.0,D
Bundesliga 2,31/10/99,Offenbach,Greuther Furth,2.0,0.0,H
Bundesliga 2,01/11/99,M'gladbach,Bochum,3.0,1.0,H
Bundesliga 2,05/11/99,Aachen,Hannover,0.0,2.0,A
Bundesliga 2,05/11/99,Bochum,Mannheim,2.0,0.0,H
Bundesliga 2,05/11/99,St Pauli,Chemnitz,2.0,0.0,D
Bundesliga 2,06/11/99,Cottbus,Karlsruhe,4.0,2.0,H
Bundesliga 2,07/11/99,FC Koln,Nurnberg,2.0,0.0,H
Bundesliga 2,07/11/99,Greuther Furth,F Koln,1.0,0.0,D
Bundesliga 2,07/11/99,Oberhausen,Mainz,2.0,0.0,D
Bundesliga 2,07/11/99,Stuttgarter K,Offenbach,2.0,1.0,H
Bundesliga 2,08/11/99,TB Berlin,M'gladbach,5.0,2.0,D
Bundesliga 2,19/11/99,F Koln,Stuttgarter K,1.0,1.0,D
Bundesliga 2,19/11/99,Hannover,St Pauli,0.0,2.0,A
Bundesliga 2,19/11/99,Mannheim,TB Berlin,2.0,0.0,D
Bundesliga 2,19/11/99,Offenbach,Bochum,3.0,1.0,H
Bundesliga 2,20/11/99,Mainz,Greuther Furth,2.0,0.0,H
Bundesliga 2,20/11/99,M'gladbach,Cottbus,0.0,2.0,D
Bundesliga 2,21/11/99,Karlsruhe,Aachen,3.0,0.0,D
Bundesliga 2,21/11/99,Nurnberg,Oberhausen,3.0,1.0,H
Bundesliga 2,22/11/99,Chemnitz,FC Koln,2.0,3.0,A
Bundesliga 2,26/11/99,Cottbus,Aachen,1.0,1.2,H
Bundesliga 2,26/11/99,FC Koln,Hannover,1.0,1.0,H
Bundesliga 2,26/11/99,Stuttgarter K,Mainz,1.0,4.0,A
Bundesliga 2,27/11/99,Bochum,F Koln,3.0,0.0,H
Bundesliga 2,28/11/99,M'gladbach,Mannheim,4.0,0.0,H
Bundesliga 2,28/11/99,Oberhausen,Chemnitz,4.0,0.0,H
Bundesliga 2,28/11/99,St Pauli,Karlsruhe,0.0,1.0,H
Bundesliga 2,28/11/99,TB Berlin,Offenbach,2.0,0.0,D
Bundesliga 2,29/11/99,Greuther Furth,Nurnberg,0.0,1.0,D
Bundesliga 2,03/12/99,Chemnitz,Greuther Furth,1.0,1.2,H
Bundesliga 2,03/12/99,Hannover,Oberhausen,1.0,1.0,D
Bundesliga 2,03/12/99,Offenbach,M'gladbach,2.0,1.0,D
Bundesliga 2,04/12/99,Mannheim,Cottbus,3.0,1.0,H
Bundesliga 2,05/12/99,Aachen,St Pauli,2.0,1.0,H
Bundesliga 2,05/12/99,F Koln,TB Berlin,5.0,0.0,D
Bundesliga 2,05/12/99,Mainz,Bochum,3.0,1.0,A
Bundesliga 2,05/12/99,Nurnberg,Stuttgarter K,0.0,2.0,H
Bundesliga 2,06/12/99,Karlsruhe,FC Koln,1.0,0.0,D
Bundesliga 2,10/12/99,FC Koln,Aachen,4.0,0.8,H
Bundesliga 2,10/12/99,Greuther Furth,Hannover,1.0,0.0,D
Bundesliga 2,10/12/99,Stuttgarter K,Chemnitz,2.0,2.0,D
Bundesliga 2,10/12/99,TB Berlin,Mainz,7.0,1.0,H
Bundesliga 2,11/12/99,Bochum,Nurnberg,3.0,1.0,H
Bundesliga 2,12/12/99,M'gladbach,F Koln,2.0,0.0,D
Bundesliga 2,12/12/99,Offenbach,Mannheim,3.0,1.0,D
Bundesliga 2,12/12/99,St Pauli,Cottbus,2.0,0.0,H
Bundesliga 2,14/12/99,Chemnitz,Bochum,0.0,3.0,D
Bundesliga 2,14/12/99,Hannover,Stuttgarter K,0.0,1.0,H
Bundesliga 2,14/12/99,Nurnberg,TB Berlin,3.0,0.0,H
Bundesliga 2,15/12/99,Aachen,Oberhausen,0.0,0.0,D
Bundesliga 2,15/12/99,Cottbus,Offenbach,3.0,0.4,H
Bundesliga 2,15/12/99,F Koln,Mannheim,1.0,5.0,A
Bundesliga 2,15/12/99,Karlsruhe,Greuther Furth,2.0,1.0,D
Bundesliga 2,15/12/99,Mainz,M'gladbach,0.0,0.0,D
Bundesliga 2,15/12/99,St Pauli,FC Koln,2.0,2.0,D
Bundesliga 2,17/12/99,TB Berlin,Chemnitz,1.0,0.0,D
Bundesliga 2,18/12/99,FC Koln,Cottbus,0.0,0.8,H
Bundesliga 2,18/12/99,Mannheim,Mainz,3.0,1.0,H
Bundesliga 2,19/12/99,Oberhausen,St Pauli,0.0,2.0,D
Bundesliga 2,19/12/99,Offenbach,F Koln,1.0,1.2,H
Bundesliga 2,20/12/99,M'gladbach,Nurnberg,5.0,0.2,H
Bundesliga 2,07/02/00,Greuther Furth,Aachen,1.0,1.0,D
Bundesliga 2,09/02/00,Bochum,Hannover,0.0,1.0,H
Bundesliga 2,09/02/00,Oberhausen,Karlsruhe,1.0,0.0,D
Bundesliga 2,11/02/00,Mannheim,Nurnberg,1.0,1.0,H
Bundesliga 2,11/02/00,M'gladbach,Chemnitz,0.0,0.0,H
Bundesliga 2,11/02/00,Stuttgarter K,Aachen,0.0,2.0,D
Bundesliga 2,12/02/00,Offenbach,Mainz,2.0,2.0,D
Bundesliga 2,13/02/00,F Koln,Cottbus,2.0,0.0,H
Bundesliga 2,13/02/00,Greuther Furth,St Pauli,0.0,0.0,D
Bundesliga 2,13/02/00,Oberhausen,FC Koln,0.0,0.0,H
Bundesliga 2,13/02/00,TB Berlin,Hannover,2.0,1.0,H
Bundesliga 2,14/02/00,Bochum,Karlsruhe,2.0,1.0,H
Bundesliga 2,18/02/00,Chemnitz,Mannheim,0.0,0.0,D
Bundesliga 2,18/02/00,FC Koln,Greuther Furth,2.0,2.0,D
Bundesliga 2,18/02/00,Nurnberg,Offenbach,5.0,1.0,D
Bundesliga 2,19/02/00,Hannover,M'gladbach,3.0,3.0,D
Bundesliga 2,20/02/00,Aachen,Bochum,1.0,1.0,H
Bundesliga 2,20/02/00,Karlsruhe,TB Berlin,2.0,0.0,D
Bundesliga 2,20/02/00,Mainz,F Koln,1.0,0.0,D
Bundesliga 2,20/02/00,St Pauli,Stuttgarter K,4.0,1.0,H
Bundesliga 2,21/02/00,Cottbus,Oberhausen,1.0,1.0,H
Bundesliga 2,25/02/00,Bochum,St Pauli,2.0,0.0,H
Bundesliga 2,25/02/00,Offenbach,Chemnitz,4.0,0.0,H
Bundesliga 2,25/02/00,TB Berlin,Aachen,2.0,2.0,D
Bundesliga 2,26/02/00,Mainz,Cottbus,2.0,0.0,H
Bundesliga 2,27/02/00,F Koln,Nurnberg,2.0,1.0,D
Bundesliga 2,27/02/00,Greuther Furth,Oberhausen,1.0,1.0,A
Bundesliga 2,27/02/00,Mannheim,Hannover,3.0,2.0,D
Bundesliga 2,27/02/00,Stuttgarter K,FC Koln,1.0,2.0,D
Bundesliga 2,28/02/00,M'gladbach,Karlsruhe,2.0,0.0,H
Bundesliga 2,02/03/00,Stuttgarter K,Karlsruhe,1.0,1.0,H
Bundesliga 2,03/03/00,Aachen,M'gladbach,2.0,1.0,D
Bundesliga 2,03/03/00,Chemnitz,F Koln,0.0,1.0,H
Bundesliga 2,03/03/00,Cottbus,Greuther Furth,2.0,0.0,H
Bundesliga 2,03/03/00,FC Koln,Bochum,2.0,0.0,H
Bundesliga 2,04/03/00,Nurnberg,Mainz,1.0,0.0,H
Bundesliga 2,05/03/00,Hannover,Offenbach,0.0,1.0,D
Bundesliga 2,05/03/00,Oberhausen,Stuttgarter K,0.0,2.0,D
Bundesliga 2,05/03/00,St Pauli,TB Berlin,0.0,1.0,D
Bundesliga 2,06/03/00,Karlsruhe,Mannheim,2.0,1.0,D
Bundesliga 2,10/03/00,Mainz,Chemnitz,0.0,0.8,H
Bundesliga 2,10/03/00,M'gladbach,St Pauli,1.0,1.0,H
Bundesliga 2,10/03/00,Nurnberg,Cottbus,2.0,1.0,D
Bundesliga 2,11/03/00,Offenbach,Karlsruhe,2.0,0.0,H
Bundesliga 2,12/03/00,Bochum,Oberhausen,1.0,0.0,H
Bundesliga 2,12/03/00,F Koln,Hannover,1.0,1.0,D
Bundesliga 2,12/03/00,Mannheim,Aachen,1.0,1.0,D
Bundesliga 2,12/03/00,Stuttgarter K,Greuther Furth,3.0,5.0,A
Bundesliga 2,13/03/00,TB Berlin,FC Koln,1.0,0.0,H
Bundesliga 2,17/03/00,Hannover,Mainz,3.0,1.0,H
Bundesliga 2,17/03/00,St Pauli,Mannheim,0.0,1.0,D
Bundesliga 2,18/03/00,Greuther Furth,Bochum,1.0,2.0,D
Bundesliga 2,19/03/00,Aachen,Offenbach,3.0,1.0,H
Bundesliga 2,19/03/00,Cottbus,Stuttgarter K,1.0,0.0,H
Bundesliga 2,19/03/00,Karlsruhe,F Koln,1.0,1.0,H
Bundesliga 2,19/03/00,Oberhausen,TB Berlin,3.0,0.0,H
Bundesliga 2,20/03/00,FC Koln,M'gladbach,0.0,1.0,D
Bundesliga 2,22/03/00,Nurnberg,Hannover,2.0,0.0,H
Bundesliga 2,24/03/00,Offenbach,St Pauli,4.0,1.0,H
Bundesliga 2,24/03/00,TB Berlin,Greuther Furth,0.0,1.0,H
Bundesliga 2,25/03/00,Bochum,Stuttgarter K,1.0,1.0,H
Bundesliga 2,26/03/00,F Koln,Aachen,3.0,0.0,D
Bundesliga 2,26/03/00,Mainz,Karlsruhe,2.0,2.0,D
Bundesliga 2,26/03/00,Mannheim,FC Koln,1.0,1.0,H
Bundesliga 2,26/03/00,M'gladbach,Oberhausen,3.0,0.4,H
Bundesliga 2,27/03/00,Chemnitz,Cottbus,1.0,2.0,D
Bundesliga 2,31/03/00,Hannover,Chemnitz,2.0,0.0,H
Bundesliga 2,31/03/00,Oberhausen,Mannheim,3.0,1.0,D
Bundesliga 2,31/03/00,Stuttgarter K,TB Berlin,0.0,0.0,H
Bundesliga 2,01/04/00,FC Koln,Offenbach,1.0,1.0,D
Bundesliga 2,02/04/00,Aachen,Mainz,3.0,0.0,H
Bundesliga 2,02/04/00,Greuther Furth,M'gladbach,3.0,1.0,D
Bundesliga 2,02/04/00,Karlsruhe,Nurnberg,1.0,1.0,A
Bundesliga 2,02/04/00,St Pauli,F Koln,1.0,0.0,D
Bundesliga 2,03/04/00,Cottbus,Bochum,2.0,1.0,D
Bundesliga 2,07/04/00,Hannover,Cottbus,6.0,2.0,H
Bundesliga 2,07/04/00,Mainz,St Pauli,1.0,1.0,D
